"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-13-22 / 06:08 AM","200-Level","219","3","2","922.5"
"12-13-22 / 06:08 AM","300-Level","304","5","2","531"
"12-13-22 / 06:08 AM","100-Level","120","39","2","1125"
"12-13-22 / 06:08 AM","Field Level","FLR-A","19","6","1940.4"
"12-13-22 / 06:08 AM","Field Level","FLR-A","16","6","2205"
"12-12-22 / 04:06 PM","300-Level","324","13","2","585"
"12-12-22 / 04:06 PM","300-Level","320","15","2","999.99"
"12-12-22 / 04:06 PM","200-Level","232","12","4","989.1"
"12-12-22 / 04:06 PM","100-Level","118","40","2","1724.99"
"12-12-22 / 01:51 AM","300-Level","340","22","1","450"
"12-12-22 / 01:51 AM","300-Level","317","19","4","652.5"
"12-12-22 / 01:51 AM","100-Level","118","29","2","990"
"12-11-22 / 08:01 PM","300-Level","331","22","1","360"
"12-11-22 / 10:28 AM","300-Level","319","8","2","630"
"12-11-22 / 01:13 AM","100-Level Club","108C","4","2","1660.5"
"12-11-22 / 01:13 AM","200-Level","243","6","2","764.89"
"12-10-22 / 07:53 PM","100-Level Club","127C","18","2","1350"
"12-10-22 / 07:53 PM","100-Level","118","46","1","1080"
"12-10-22 / 02:41 PM","100-Level Club","126C","25","6","1575"
"12-10-22 / 01:25 AM","300-Level","309","23","1","900"
"12-10-22 / 01:25 AM","300-Level","307","12","3","585"
"12-09-22 / 08:30 PM","Field Level","FLR-H","7","2","1709.1"
"12-09-22 / 08:30 PM","100-Level","124","19","6","1575"
"12-09-22 / 08:30 PM","100-Level","124","15","4","1192.5"
"12-09-22 / 08:30 PM","100-Level Club","128C","32","2","1530"
"12-09-22 / 03:53 PM","100-Level","113","36","2","1305"
"12-09-22 / 03:53 PM","S1 Suite Level","S133","19","2","900"
"12-09-22 / 03:53 PM","200-Level","231","8","3","990"
"12-09-22 / 11:29 AM","100-Level","106","5","2","902.7"
"12-09-22 / 04:13 AM","200-Level Club","211C","9","2","1350"
"12-08-22 / 07:47 PM","300-Level","330","15","4","675"
"12-08-22 / 03:29 PM","300-Level","340","22","2","697.5"
"12-08-22 / 03:29 PM","100-Level","133","21","2","882"
"12-08-22 / 03:29 PM","200-Level Club","237C","2","2","1600.5"
"12-08-22 / 11:09 AM","100-Level Club","130C","13","2","1260"
"12-08-22 / 11:09 AM","300-Level","346","5","2","449.1"
