"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-29-22 / 07:22 PM","Main","241","2","2","810"
"12-29-22 / 07:22 PM","Mezzanine","304","2","3","450"
"12-29-22 / 03:04 PM","Club Hall of Fame","C107","6","2","1350"
"12-29-22 / 03:04 PM","Upper Concourse","409","1","2","450"
"12-29-22 / 03:04 PM","Upper Concourse","450","5","2","417.74"
"12-29-22 / 03:04 PM","Club Main","C212","6","3","1394.89"
"12-29-22 / 03:04 PM","Field","J","5","3","1880.89"
"12-29-22 / 04:19 AM","Upper Concourse","444","20","4","585"
"12-29-22 / 12:22 AM","Upper Concourse","444","21","2","427.5"
"12-28-22 / 08:14 PM","Club Hall of Fame","C108","12","3","1125"
"12-28-22 / 02:13 AM","Upper Concourse","434","24","3","445.9"
"12-28-22 / 02:13 AM","Upper Concourse","440","4","2","660.37"
"12-28-22 / 02:13 AM","Club Mezzanine","C310","4","2","800.25"
"12-28-22 / 02:13 AM","Silver Suite","SV467","3","4","873"
"12-27-22 / 06:37 PM","Club Mezzanine","C309","8","6","790.55"
"12-27-22 / 06:37 PM","Field","D","5","4","2700"
"12-27-22 / 02:53 PM","Field","K","4","1","1618.2"
"12-27-22 / 02:53 PM","Main","205","14","2","630"
"12-27-22 / 02:53 PM","Upper Concourse","434","4W","2","697.5"
"12-26-22 / 02:39 PM","Field","C","23","2","1454.01"
"12-26-22 / 02:39 PM","Hall of Fame","102","16","3","796.5"
"12-26-22 / 02:39 PM","Club Main","C210","5","4","900"
"12-26-22 / 12:14 PM","Mezzanine","304","11","2","599.46"
"12-26-22 / 01:17 AM","Club Mezzanine","C338","9","2","639.9"
"12-26-22 / 01:16 AM","Main","219","1","2","765"
"12-25-22 / 06:30 PM","Upper Concourse","435","23","2","504"
"12-25-22 / 06:30 PM","Club Main","C206","8","1","630"
"12-25-22 / 06:30 PM","Upper Concourse","411","5","1","387"
"12-25-22 / 11:22 AM","Field","C","23","6","1454.01"
"12-25-22 / 03:40 AM","Main","226","3","2","787.5"
"12-25-22 / 03:40 AM","Upper Concourse","447","22","2","394.2"
